1;1;98
1;2;95
1;3;90
1;4;83
1;5;74
1;6;63
1;7;50
1;8;35
1;9;18
1;10;-1
1;11;-22
1;12;-45
1;13;-70
1;14;-97
1;15;-126
1;16;-157
1;17;-190
1;18;-225
1;19;-262
1;20;-301
1;21;-342
1;22;-385
1;23;-430
1;24;-477
1;25;-526
1;26;-577
1;27;-630
1;28;-685
1;29;-742
1;30;-801
1;31;-862
1;32;-925
1;33;-990
1;34;-1057
1;35;-1126
1;36;-1197
1;37;-1270
1;38;-1345
1;39;-1422
1;40;-1501
1;41;-1582
1;42;-1665
1;43;-1750
1;44;-1837
1;45;-1926
1;46;-2017
1;47;-2110
1;48;-2205
1;49;-2302
1;50;-2401
1;51;-2502
1;52;-2605
1;53;-2710
1;54;-2817
1;55;-2926
1;56;-3037
1;57;-3150
1;58;-3265
1;59;-3382
1;60;-3501
1;61;-3622
1;62;-3745
1;63;-3870
1;64;-3997
1;65;-4126
1;66;-4257
1;67;-4390
1;68;-4525
1;69;-4662
1;70;-4801
1;71;-4942
1;72;-5085
1;73;-5230
1;74;-5377
1;75;-5526
1;76;-5677
1;77;-5830
1;78;-5985
1;79;-6142
1;80;-6301
1;81;-6462
1;82;-6625
1;83;-6790
1;84;-6957
1;85;-7126
1;86;-7297
1;87;-7470
1;88;-7645
1;89;-7822
1;90;-8001
1;91;-8182
1;92;-8365
1;93;-8550
1;94;-8737
1;95;-8926
1;96;-9117
1;97;-9310
1;98;-9505
1;99;-9702
1;100;-9901
2;1;95
2;2;92
2;3;87
2;4;80
2;5;71
2;6;60
2;7;47
2;8;32
2;9;15
2;10;-4
2;11;-25
2;12;-48
2;13;-73
2;14;-100
2;15;-129
2;16;-160
2;17;-193
2;18;-228
2;19;-265
2;20;-304
2;21;-345
2;22;-388
2;23;-433
2;24;-480
2;25;-529
2;26;-580
2;27;-633
2;28;-688
2;29;-745
2;30;-804
2;31;-865
2;32;-928
2;33;-993
2;34;-1060
2;35;-1129
2;36;-1200
2;37;-1273
2;38;-1348
2;39;-1425
2;40;-1504
2;41;-1585
2;42;-1668
2;43;-1753
2;44;-1840
2;45;-1929
2;46;-2020
2;47;-2113
2;48;-2208
2;49;-2305
2;50;-2404
2;51;-2505
2;52;-2608
2;53;-2713
2;54;-2820
2;55;-2929
2;56;-3040
2;57;-3153
2;58;-3268
2;59;-3385
2;60;-3504
2;61;-3625
2;62;-3748
2;63;-3873
2;64;-4000
2;65;-4129
2;66;-4260
2;67;-4393
2;68;-4528
2;69;-4665
2;70;-4804
2;71;-4945
2;72;-5088
2;73;-5233
2;74;-5380
2;75;-5529
2;76;-5680
2;77;-5833
2;78;-5988
2;79;-6145
2;80;-6304
2;81;-6465
2;82;-6628
2;83;-6793
2;84;-6960
2;85;-7129
2;86;-7300
2;87;-7473
2;88;-7648
2;89;-7825
2;90;-8004
2;91;-8185
2;92;-8368
2;93;-8553
2;94;-8740
2;95;-8929
2;96;-9120
2;97;-9313
2;98;-9508
2;99;-9705
2;100;-9904
3;1;90
3;2;87
3;3;82
3;4;75
3;5;66
3;6;55
3;7;42
3;8;27
3;9;10
3;10;-9
3;11;-30
3;12;-53
3;13;-78
3;14;-105
3;15;-134
3;16;-165
3;17;-198
3;18;-233
3;19;-270
3;20;-309
3;21;-350
3;22;-393
3;23;-438
3;24;-485
3;25;-534
3;26;-585
3;27;-638
3;28;-693
3;29;-750
3;30;-809
3;31;-870
3;32;-933
3;33;-998
3;34;-1065
3;35;-1134
3;36;-1205
3;37;-1278
3;38;-1353
3;39;-1430
3;40;-1509
3;41;-1590
3;42;-1673
3;43;-1758
3;44;-1845
3;45;-1934
3;46;-2025
3;47;-2118
3;48;-2213
3;49;-2310
3;50;-2409
3;51;-2510
3;52;-2613
3;53;-2718
3;54;-2825
3;55;-2934
3;56;-3045
3;57;-3158
3;58;-3273
3;59;-3390
3;60;-3509
3;61;-3630
3;62;-3753
3;63;-3878
3;64;-4005
3;65;-4134
3;66;-4265
3;67;-4398
3;68;-4533
3;69;-4670
3;70;-4809
3;71;-4950
3;72;-5093
3;73;-5238
3;74;-5385
3;75;-5534
3;76;-5685
3;77;-5838
3;78;-5993
3;79;-6150
3;80;-6309
3;81;-6470
3;82;-6633
3;83;-6798
3;84;-6965
3;85;-7134
3;86;-7305
3;87;-7478
3;88;-7653
3;89;-7830
3;90;-8009
3;91;-8190
3;92;-8373
3;93;-8558
3;94;-8745
3;95;-8934
3;96;-9125
3;97;-9318
3;98;-9513
3;99;-9710
3;100;-9909
4;1;83
4;2;80
4;3;75
4;4;68
4;5;59
4;6;48
4;7;35
4;8;20
4;9;3
4;10;-16
4;11;-37
4;12;-60
4;13;-85
4;14;-112
4;15;-141
4;16;-172
4;17;-205
4;18;-240
4;19;-277
4;20;-316
4;21;-357
4;22;-400
4;23;-445
4;24;-492
4;25;-541
4;26;-592
4;27;-645
4;28;-700
4;29;-757
4;30;-816
4;31;-877
4;32;-940
4;33;-1005
4;34;-1072
4;35;-1141
4;36;-1212
4;37;-1285
4;38;-1360
4;39;-1437
4;40;-1516
4;41;-1597
4;42;-1680
4;43;-1765
4;44;-1852
4;45;-1941
4;46;-2032
4;47;-2125
4;48;-2220
4;49;-2317
4;50;-2416
4;51;-2517
4;52;-2620
4;53;-2725
4;54;-2832
4;55;-2941
4;56;-3052
4;57;-3165
4;58;-3280
4;59;-3397
4;60;-3516
4;61;-3637
4;62;-3760
4;63;-3885
4;64;-4012
4;65;-4141
4;66;-4272
4;67;-4405
4;68;-4540
4;69;-4677
4;70;-4816
4;71;-4957
4;72;-5100
4;73;-5245
4;74;-5392
4;75;-5541
4;76;-5692
4;77;-5845
4;78;-6000
4;79;-6157
4;80;-6316
4;81;-6477
4;82;-6640
4;83;-6805
4;84;-6972
4;85;-7141
4;86;-7312
4;87;-7485
4;88;-7660
4;89;-7837
4;90;-8016
4;91;-8197
4;92;-8380
4;93;-8565
4;94;-8752
4;95;-8941
4;96;-9132
4;97;-9325
4;98;-9520
4;99;-9717
4;100;-9916
5;1;74
5;2;71
5;3;66
5;4;59
5;5;50
5;6;39
5;7;26
5;8;11
5;9;-6
5;10;-25
5;11;-46
5;12;-69
5;13;-94
5;14;-121
5;15;-150
5;16;-181
5;17;-214
5;18;-249
5;19;-286
5;20;-325
5;21;-366
5;22;-409
5;23;-454
5;24;-501
5;25;-550
5;26;-601
5;27;-654
5;28;-709
5;29;-766
5;30;-825
5;31;-886
5;32;-949
5;33;-1014
5;34;-1081
5;35;-1150
5;36;-1221
5;37;-1294
5;38;-1369
5;39;-1446
5;40;-1525
5;41;-1606
5;42;-1689
5;43;-1774
5;44;-1861
5;45;-1950
5;46;-2041
5;47;-2134
5;48;-2229
5;49;-2326
5;50;-2425
5;51;-2526
5;52;-2629
5;53;-2734
5;54;-2841
5;55;-2950
5;56;-3061
5;57;-3174
5;58;-3289
5;59;-3406
5;60;-3525
5;61;-3646
5;62;-3769
5;63;-3894
5;64;-4021
5;65;-4150
5;66;-4281
5;67;-4414
5;68;-4549
5;69;-4686
5;70;-4825
5;71;-4966
5;72;-5109
5;73;-5254
5;74;-5401
5;75;-5550
5;76;-5701
5;77;-5854
5;78;-6009
5;79;-6166
5;80;-6325
5;81;-6486
5;82;-6649
5;83;-6814
5;84;-6981
5;85;-7150
5;86;-7321
5;87;-7494
5;88;-7669
5;89;-7846
5;90;-8025
5;91;-8206
5;92;-8389
5;93;-8574
5;94;-8761
5;95;-8950
5;96;-9141
